"Warna","TDS","Kekeruhan","Suhu","E. Coli","Total Koliform","Fluorida","Total Kromium","Nitrit","Nitrat","Sianida","Aluminium","Besi","Kesadahan","Khlorida","Mangan","pH","Seng","Sulfat","Tembaga","Amonia","Zat Organik","Karbondioksida Bebas","Alkalinitas Total","Label"
"1","61.9","0.71","25","0","0","0","0.03","0.006","0.43","0.004","0.062","0.23","66.6","6.4","0","7.09","0.04","17","0.05","0","1.2","6.16","40","Layak Diminum"
"1","56.9","0.66","25","0","0","0.01","0.03","0.006","0.34","0.002","0.012","0.04","66.6","5.8","0","7.06","0.04","16","0.04","0","1.5","6.16","39.5","Layak Diminum"
"1","59.1","0.66","25","0","0","0.07","0.02","0.007","0.88","0.003","0","0.02","102","6.5","0","7.16","0.09","1","0.01","0.01","0.9","40.92","79","Layak Diminum"
"2","59.8","0.61","25","0","0","0.11","0.05","0.015","0.52","0.004","0.003","0.05","72","5.6","0","7.14","0","19","0.02","0","2.7","8.36","40","Layak Diminum"
"2","58.3","0.49","25","0","0","0.12","0.05","0.008","0.42","0.004","0.003","0.06","72","5.7","0.004","7.09","0.09","17","0.02","0","2.7","7.04","39.5","Layak Diminum"
"2","59.1","0.52","25","0","0","0.13","0.05","0.012","0.52","0.004","0.003","0.25","68","6.1","0","7.1","0.09","17","0.02","0.01","2.4","6.16","39","Layak Diminum"
"2","58.6","0.52","23","0","0","0.13","0.04","0.006","0.49","0.004","0.001","0.05","68","5.1","0","7.14","0.11","17","0.02","0.01","1.8","5.72","39.5","Layak Diminum"
"2","148","0.84","23","0","0","0.09","0.02","0.014","0.56","0.003","0.012","0.05","70","5.7","0.018","7.07","0.13","17","0.01","0","1.8","7.04","38.5","Layak Diminum"
"2","140","0.78","24","0","0","0.12","0.02","0.008","0","0.004","0.043","0.05","70","5.8","0.001","7.11","0.13","17","0.01","0.01","2.1","7.04","38","Layak Diminum"
"2","151","0.65","24","0","0","0.13","0.02","0.006","0.62","0.004","0.018","0.06","72","6.2","0.001","7.1","0.16","19","0.07","0.01","2.4","5.28","38.5","Layak Diminum"
"2","140","0.7","24","0","0","0.14","0.03","0.014","0.33","0.003","0.025","0.05","68","5.4","0.014","7.13","0.16","18","0.13","0.01","3","7.92","40","Layak Diminum"
"1","138","0.52","24","0","0","0.13","0.02","0.007","0.57","0.012","0.005","0.06","72","5.9","0.003","7.1","0.09","18","0.03","0.01","2.7","7.04","39.5","Layak Diminum"
"2","141","0.6","24","0","0","0.13","0.02","0.007","0.56","0.007","0.003","0.05","72","6.4","0","7.11","0.12","17","0.15","0","1.8","6.16","39","Layak Diminum"
"1","152","0.52","24","0","0","0.15","0.02","0.007","0.3","0.004","0.01","0.06","68","6.2","0.001","7.14","0.1","18","0.01","0.01","2.4","7.04","41","Layak Diminum"
"1","143","0.78","25","0","0","0.11","0.01","0.012","0.04","0.002","0.022","0.02","53.5","7.5","0.016","6.95","0.06","10","0.02","0.12","2.1","22.0","46.0","Layak Diminum"
"1","142","0.82","25","0","0","0.10","0.02","0.016","0.04","0.003","0.025","0.03","41.6","7.0","0.017","7.24","0.07","9","0.02","0.06","2.4","2.6","18.0","Layak Diminum"
"2","143","0.78","25","0","0","0.09","0.02","0.018","0.06","0.002","0.021","0.05","43.6","6.9","0.016","7.30","0.07","14","0.02","0.12","2.4","2.6","18.0","Layak Diminum"
"1","138","0.49","25","0","0","0.08","0.01","0.018","0.06","0.002","0.014","0.06","43.6","6.9","0.012","7.22","0.04","15","0.02","0.15","1.5","4.4","20.0","Layak Diminum"
"1","137","0.63","25","0","0","0.07","0.02","0.025","0.05","0.003","0.027","0.08","41.6","6.6","0.014","7.28","0.06","21","0.03","0.08","2.1","4.4","22.0","Layak Diminum"
"2","132","0.45","25","0","0","0.07","0.03","0.023","0.05","0.002","0.014","0.07","45.5","7.1","0.018","7.33","0.06","18","0.03","0.08","2.7","3.5","18.0","Layak Diminum"
"1","137","0.68","25","0","0","0.04","0.01","0.026","0.04","0.002","0.020","0.06","49.5","7.2","0.009","7.16","0.06","13","0.03","0.07","2.1","6.2","20.0","Layak Diminum"
"2","137","0.75","25","0","0","0.05","0.01","0.021","0.06","0.004","0.016","0.05","49.5","6.1","0.008","7.28","0.04","15","0.02","0.04","2.7","5.3","24.0","Layak Diminum"
"1","138","0.77","25","0","0","0.06","0.01","0.020","0.06","0.002","0.013","0.05","47.5","7.1","0.009","7.30","0.04","14","0.02","0.07","1.5","5.3","20.0","Layak Diminum"
"1","139","0.78","25","0","0","0.08","0.02","0.019","0.07","0.003","0.015","0.06","49.5","7.0","0.014","7.35","0.04","19","0.01","0.11","2.4","6.2","22.0","Layak Diminum"
"1","155","0.34","25","0","0","0.09","0.01","0.014","0.07","0.002","0.018","0.08","45.5","4.3","0.007","6.87","0.06","19","0.02","0.08","2.4","35.2","12.0","Layak Diminum"
"1","163","0.48","25","0","0","0.06","0.02","0.027","0.08","0.002","0.022","0.07","45.5","4.7","0.008","6.93","0.08","21","0.03","0.13","1.2","31.7","14.0","Layak Diminum"
"1","156","0.46","25","0","0","0","0.02","0.003","0.49","0.013","0.038","0.08","64.7","5.8","0","7.16","0.02","16","0.02","0","1.2","6.6","39","Layak Diminum"
"2","158","0.51","25","0","0","0","0.03","0.006","0.36","0.007","0.072","0.29","68.6","6.5","0","7.08","0.01","15","0","0","0.9","5.72","37.5","Layak Diminum"
"1","158","0.48","25","0","0","0","0.04","0.005","0.4","0.006","0","0.01","49.4","7.4","0.031","7.14","0.04","20","0.02","0","1.9","8.8","39","Layak Diminum"
"2","160","0.52","25","0","0","0","0.05","0.005","0.44","0.016","0.059","0.03","63.7","7.7","0.047","7.12","0.04","18","0.04","0","1.6","11.88","37.5","Layak Diminum"
"2","151","0.44","25","0","0","0.02","0.04","0.003","0.02","0.001","0.02","0.01","47.7","5.1","0.015","7.06","0.08","3","0.01","0.02","2","30.45","15.8","Layak Diminum"
"2","157","0.55","25","0","0","0.02","0.02","0.004","0.04","0.002","0.06","0.01","46.1","4.5","0.012","7.11","0.06","4","0.01","0.03","1.9","34.5","16.2","Layak Diminum"
"1","159","0.52","25","0","0","0.04","0.02","0.001","0.03","0.001","0.02","0.02","45.3","4.8","0.016","7.14","0.04","5","0.02","0.01","1.7","33.09","17.2","Layak Diminum"
"2","152","0.55","25","0","0","0.08","0.01","0.018","0.06","0.002","0.014","0.06","43.6","6.9","0.012","7.22","0.04","15","0.02","0.15","1.5","4.4","20.0","Layak Diminum"
"2","59.3","0.98","23","0","0","0.03","0.02","0.002","0.01","0.001","0.02","0.02","48.7","4.8","0.016","7.09","0.05","3","0.02","0.01","1.8","33.62","18.2","Layak Diminum"
"2","60.1","0.96","23","0","0","0.02","0.04","0.003","0.02","0.001","0.02","0.01","47.7","5.1","0.015","7.06","0.08","3","0.01","0.02","2","30.45","15.8","Layak Diminum"
"1","58.9","0.95","23","0","0","0.02","0.02","0.004","0.04","0.002","0.06","0.01","46.1","4.5","0.012","7.11","0.06","4","0.01","0.03","1.9","34.5","16.2","Layak Diminum"
"2","59.4","0.97","23","0","0","0.04","0.02","0.001","0.03","0.001","0.02","0.02","45.3","4.8","0.016","7.14","0.04","5","0.02","0.01","1.7","33.09","17.2","Layak Diminum"
"2","59.8","0.95","23","0","0","0.02","0.04","0.002","0.02","0.002","0.02","0.06","4.63","4.7","0.016","7.1","0.02","7","0.01","0.02","2","31.5","16.6","Layak Diminum"
"2","60.2","0.38","24","0","0","0.01","0.02","0.004","0.02","0.001","0.06","0.03","4.51","4.5","0.012","7.16","0.06","2","0.02","0.02","1.7","32.03","16.8","Layak Diminum"
"1","60.7","0.5","24","0","0","0","0.02","0.005","0.04","0.004","0.01","0.02","101.9","2.2","0.112","7.16","0.05","1","0","0","0.3","13.64","102.5","Layak Diminum"
"2","59.1","0.45","24","0","0","0","0.02","0.006","0.05","0.005","0.01","0.02","101.9","2.3","0.113","7.09","0.03","1","0.01","0","0.3","11","96","Layak Diminum"
"1","61.2","0.44","24","0","0","0","0.02","0.004","0.52","0.003","0.05","0.1","70.6","5.9","0","7.12","0.03","18","0","0","1.2","6.16","38","Layak Diminum"
"1","60.3","0.48","24","0","0","0.05","0.02","0.005","0.36","0.005","0","0.08","64.7","6.3","0","7.19","0","17","0","0","0.3","5.28","38.5","Layak Diminum"
"1","179","0.65","25","0","0","0.39","0.03","0.006","0.54","0.004","0.081","0.11","64.7","6","0","7.25","0.02","17","0","0","1.8","6.6","40","Layak Diminum"
"2","183","0.52","25","0","0","0","0.03","0.006","0.43","0.004","0.062","0.23","66.6","6.4","0","7.09","0.04","17","0.05","0","1.2","6.16","40","Layak Diminum"
"1","179","0.39","25","0","0","0.01","0.03","0.006","0.34","0.002","0.012","0.04","66.6","5.8","0","7.06","0.04","16","0.04","0","1.5","6.16","39.5","Layak Diminum"
"2","189","0.34","25","0","0","0.07","0.02","0.007","0.88","0.003","0","0.02","102","6.5","0","7.16","0.09","1","0.01","0.01","0.9","40.92","79","Layak Diminum"
"2","61.3","0.65","25","0","0","0.11","0.05","0.015","0.52","0.004","0.003","0.05","72","5.6","0","7.14","0","19","0.02","0","2.7","8.36","40","Layak Diminum"
"2","61.2","0.79","25","0","0","0.12","0.05","0.008","0.42","0.004","0.003","0.06","72","5.7","0.004","7.09","0.09","17","0.02","0","2.7","7.04","39.5","Layak Diminum"
"1","62.8","0.83","25","0","0","0.13","0.05","0.012","0.52","0.004","0.003","0.25","68","6.1","0","7.1","0.09","17","0.02","0.01","2.4","6.16","39","Layak Diminum"
"1","63.1","0.72","25","0","0","0.13","0.04","0.006","0.49","0.004","0.001","0.05","68","5.1","0","7.14","0.11","17","0.02","0.01","1.8","5.72","39.5","Layak Diminum"
"2","60.7","0.98","25","0","0","0.09","0.02","0.014","0.56","0.003","0.012","0.05","70","5.7","0.018","7.07","0.13","17","0.01","0","1.8","7.04","38.5","Layak Diminum"
"1","97.2","0.96","25","0","0","0","0.02","0.006","0.45","0.001","0.134","0.07","68.5","3","0","7.1","0.06","18","0.02","0","3.9","7.04","47.5","Layak Diminum"
"1","94.2","0.9","25","0","0","0","0.02","0.005","0.36","0.003","0.069","0.06","68","3.5","0","7.14","0.03","17","0.02","0","3.3","10.56","45.5","Layak Diminum"
"2","94.8","0.92","25","0","0","0","0.01","0.005","0.17","0.004","0.115","0.13","68","3.5","0","7.16","0.05","17","0","0","3.8","7.48","43","Layak Diminum"
"1","94.3","0.86","25","0","0","0","0.02","0.006","0.31","0.001","0.112","0.09","68","3.5","0","7.1","0.12","17","0.02","0","3.5","6.6","43","Layak Diminum"
"2","93.8","0.85","25","0","0","0","0.03","0.006","0.12","0.002","0.043","0.08","71","3","0","7.08","0.04","17","0.01","0","3.6","7.04","44.5","Layak Diminum"
"2","97","0.84","25","0","0","0","0.03","0.006","0.17","0.002","0.083","0.19","69.5","3","0.004","7.16","0.09","17","0.01","0","3.4","10.56","44","Layak Diminum"
"2","93.4","0.9","25","0","0","0","0.02","0.006","0.48","0.002","0.104","0.05","73","3","0","7.04","0.07","17","0.01","0","3.8","8.8","43","Layak Diminum"
"1","94.2","0.92","25","0","0","0","0.01","0.005","0.3","0.002","0.083","0.06","73","3.5","0","7.14","0.07","17","0.01","0","3.9","5.28","42","Layak Diminum"
"2","92.8","0.9","25","0","0","0","0.01","0.005","0.42","0.002","0.048","0.13","70.5","3","0","7.1","0.08","17","0.01","0","3.5","6.16","44.5","Layak Diminum"
"1","93.6","0.97","25","0","0","0","0.01","0.006","0.45","0.003","0.036","0.05","69","3","0","7.14","0.05","17","0.02","0","3.8","6.16","42.5","Layak Diminum"
"1","95.4","0.89","25","0","0","0","0.01","0.005","0.47","0.002","0.081","0.02","69.5","3.5","0","7.02","0.05","16","0.02","0","4.8","5.28","44","Layak Diminum"
"1","95.2","0.84","25","0","0","0","0.02","0.005","0.24","0.002","0.034","0.13","71","3.5","0","7.02","0.04","18","0.02","0","3.9","7.04","42.5","Layak Diminum"
"1","94.4","0.86","25","0","0","0","0.01","0.005","0.03","0.001","0","0.06","105","2.1","0.121","6.98","0.05","2","0.03","0","1.6","7.92","97","Layak Diminum"
"2","94.2","0.82","25","0","0","0","0.03","0.006","0.02","0.002","0","0.04","106.5","2.1","0.18","6.93","0.23","1","0.02","0","1.3","9.68","97.5","Layak Diminum"
"2","96.4","0.96","25","0","0","0","0.01","0.004","0.03","0","0.023","0.04","40.5","3.4","0.002","7.1","0.04","1","0.02","0.01","0.7","8.8","38","Layak Diminum"
"1","201","0.84","25","0","0","0","0.02","0.006","0.08","0","0.013","0.03","41.5","2.2","0","7.16","0.03","1","0.01","0.12","0.7","7.92","36","Layak Diminum"
"1","198","0.92","25","0","0","0","0.01","0.006","0.03","0","0.014","0.02","43.5","2.2","0","7.14","0.03","1","0.01","0","0.7","7.92","37","Layak Diminum"
"1","75.4","0.28","25","0","0","0","0.02","0.007","0.02","0","0.021","0.02","42","3.1","0.001","7.11","0.03","1","0.01","0.24","1.3","8.8","30","Layak Diminum"
"2","448","0.67","25","0","0","0","0.01","0.007","0.02","0","0.023","0.03","45","2.6","0","7.14","0.04","1","0.01","0.05","1.2","7.92","41","Layak Diminum"
"1","445","0.55","25","0","0","0","0.01","0.006","0.08","0.002","0.09","0.02","100.5","7.3","0.013","7.14","0.03","0","0.01","0","1.2","58.08","79","Layak Diminum"
"1","451","0.72","25","0","0","0","0.02","0.005","0.17","0.003","0.102","0.04","101","6.3","0.012","7.12","0.03","0","0.01","0","1.2","75.68","72.5","Layak Diminum"
"1","142","0.82","25","0","0","0","0.01","0.005","0.22","0.001","0.076","0.05","100.5","6.3","0.01","7.08","0.02","0","0.02","0","0.9","50.16","81","Layak Diminum"
"2","143","0.78","25","0","0","0","0.01","0.194","0.15","0.001","0.073","0.05","80.5","54.1","0.059","7.01","0.03","0","0.01","0.23","0.9","30.8","205.5","Layak Diminum"
"1","138","0.49","25","0","0","0","0.01","0.018","0.04","0.001","0.074","0.03","82","55.1","0.113","6.96","0.02","0","0","0.43","1.4","19.36","208","Layak Diminum"
"1","137","0.63","25","0","0","0","0.01","0.02","0.15","0.003","0.005","0.03","80.5","55.9","0.106","6.94","0.02","0","0","0.44","1.5","13.2","206.5","Layak Diminum"
"2","132","0.45","25","0","0","0","0.02","0.018","0.04","0.001","0.037","0.04","81.5","56.1","0.092","6.97","0.03","0","0","0.21","1.2","14.96","209.5","Layak Diminum"
"1","137","0.68","25","0","0","0","0.03","0.236","0.03","0.001","0.016","0.07","81.5","57.7","0.041","6.98","0.03","0","0","0.2","1.5","13.2","203.5","Layak Diminum"
"2","137","0.75","25","0","0","0","0.02","0.249","0.08","0.001","0.027","0.08","80.5","54.7","0.047","7.11","0.02","0","0","0.46","1.5","14.08","206.5","Layak Diminum"
"1","138","0.77","25","0","0","0","0.03","0.02","0.03","0.001","0.022","0.08","80","58","0.094","6.92","0.03","0","0","0.43","1.7","10.56","207","Layak Diminum"
"1","139","0.78","25","0","0","0.2","0.01","0.006","0.1","0.001","0.002","0.02","67.5","20.4","0.005","7.46","0.16","50","0.02","0","5.9","8.8","62","Layak Diminum"
"1","155","0.34","25","0","0","0.2","0.01","0.006","0.25","0.001","0","0.01","65","19.7","0.006","7.1","0.2","55","0","0","6.2","13.2","60","Layak Diminum"
"1","163","0.48","25","0","0","0.17","0.01","0.008","0.13","0.001","0","0.02","66.5","20","0.006","7.1","0.12","49","0.01","0.02","5.9","8.8","60","Layak Diminum"
"1","156","0.46","25","0","0","0.23","0.01","0.006","0.08","0.001","0.02","0.02","66.5","19.8","0.017","7.14","0.13","11","0.02","0","6.2","8.8","62","Layak Diminum"
"2","158","0.51","25","0","0","0.06","0.01","0.007","0.01","0.004","0.175","0.11","93","5.4","0.02","7.1","0.05","37","0.04","0.07","2.3","28.16","52","Layak Diminum"
"1","158","0.48","25","0","0","0.02","0.02","0.008","0.01","0.003","0.191","0.09","90.5","5.8","0.017","7.14","0.07","38","0.05","0.08","2.4","18.48","50.5","Layak Diminum"
"2","160","0.52","25","0","0","0.02","0.02","0.005","0.01","0.002","0.177","0.05","91.5","6.1","0.024","7.11","0.07","39","0.05","0.11","2.4","22","50.5","Layak Diminum"
"2","151","0.44","25","0","0","0.02","0.01","0.008","0.01","0.003","0.163","0.04","103.5","5.4","0.021","7.16","0.03","39","0.02","0.19","2.8","13.2","55","Layak Diminum"
"2","157","0.55","25","0","0","0.23","0.01","0.004","0.27","0","0","0.07","106.5","10.4","0.1","7.2","0.02","6","0","0.05","4.9","21.56","124","Layak Diminum"
"1","159","0.52","25","0","0","0.22","0.01","0.005","0.22","0.001","0.003","0.11","105","9","0.129","7.16","0.02","6","0.01","0.01","4","24.64","127.5","Layak Diminum"
"2","152","0.55","25","0","0","0.01","0.01","0.006","0.27","0.001","0.001","0.02","48","5.4","0.004","7.12","0.06","0","0.02","0","4.3","29.92","58","Layak Diminum"
"2","59.3","0.98","23","0","0","0.33","0.03","0.007","0.02","0.003","0.013","0.09","59","5.5","0","7.18","0.04","8","0.04","0.06","1.8","11.44","36.5","Layak Diminum"
"2","189","0.34","25","0","0","0.31","0.01","0.005","0.02","0.001","0.008","0.1","63","5.3","0.013","7.2","0.04","7","0.01","0.04","1.8","24.64","35.5","Layak Diminum"
"2","61.3","0.65","25","0","0","0.3","0.01","0.006","0.01","0.001","0.04","0.09","63","5.3","0.012","7.16","0.04","7","0.01","0.04","1.5","11.44","34.5","Layak Diminum"
"2","61.2","0.79","25","0","0","0.63","0.02","0.007","0.02","0.002","0.1","0.09","62","5.5","0.015","7.14","0.05","7","0.01","0.04","1.8","14.08","35","Layak Diminum"
"1","62.8","0.83","25","0","0","0.32","0.02","0.01","0.15","0","0.045","0.13","41","3.1","0.017","7.25","0.05","16","0.03","0","2.8","26.4","68","Layak Diminum"
"1","63.1","0.72","25","0","0","0.35","0.01","0.008","0.52","0.002","0.005","0.01","41.5","2.9","0.011","7.23","0.09","14","0","0","2.2","17.6","53","Layak Diminum"
"2","60.7","0.98","25","0","0","0.47","0.01","0.01","0.22","0.002","0","0.02","43","3","0.016","7.19","0.05","15","0.01","0","1.8","16.72","67","Layak Diminum"
"1","97.2","0.96","25","0","0","0.39","0.02","0.011","0.14","0.001","0","0.04","43","3","0.013","7.24","0.03","15","0.01","0","1.8","4.4","66.5","Layak Diminum"
"1","94.2","0.9","25","0","0","0.39","0.01","0.006","0.02","0.001","0.01","0.11","42","2.8","0.014","7.21","0.03","8","0.02","0.03","1.5","14.96","45","Layak Diminum"
"2","94.8","0.92","25","0","0","0","0.01","0.013","0.4","0.001","0.073","0.03","66","7.5","0","7.25","0.05","19","0.01","0","2.5","8.8","54","Layak Diminum"
"1","94.3","0.86","25","0","0","0","0.01","0.01","0.23","0.002","0.073","0.03","68","8.4","0","7.34","0.05","19","0","0","2.2","8.8","58","Layak Diminum"
"2","93.8","0.85","25","0","0","0","0","0.008","0.48","0.001","0.055","0.03","66.5","7.3","0.005","7.3","0.05","22","0.01","0","1.9","11.44","53.5","Layak Diminum"
"2","97","0.84","25","0","0","0","0.01","0.006","0.45","0.001","0.073","0.03","68","7.9","0","7.34","0.05","23","0.01","0","2.8","8.8","49","Layak Diminum"
"2","93.4","0.9","25","0","0","0","0.01","0.006","0.6","0.001","0.078","0.03","69.5","8.7","0","7.28","0.03","22","0","0","2.5","9.68","52.5","Layak Diminum"
"1","94.2","0.92","25","0","0","0","0.01","0.006","0.23","0.001","0.058","0.03","67.5","8.1","0","7.34","0.02","24","0.01","0","2.5","10.56","51.5","Layak Diminum"
"2","92.8","0.9","25","0","0","0","0.01","0.005","0.33","0.001","0.05","0.02","68","7.6","0","7.3","0.02","23","0","0","2.8","7.92","52","Layak Diminum"
"1","93.6","0.97","25","0","0","0","0.01","0.005","0.48","0.001","0.011","0.03","67","7.5","0.003","7.28","0.06","21","0","0","3.2","8.8","56","Layak Diminum"
"1","95.4","0.89","25","0","0","0","0.01","0.005","0.6","0.001","0.043","0.02","66","7.9","0","7.3","0.03","20","0.01","0","2.8","8.8","54","Layak Diminum"
"1","95.2","0.84","25","0","0","0","0.01","0.005","0.61","0.002","0.013","0.1","66","8.5","0.009","7.24","0.02","19","0.01","0","2.5","9.68","53","Layak Diminum"
"1","94.4","0.86","25","0","0","0","0.01","0.005","0.56","0.001","0.013","0.02","68.5","8.2","0.003","7.34","0.03","18","0","0","2.5","10.56","53","Layak Diminum"
"2","94.2","0.82","25","0","0","0","0.01","0.008","0.45","0.001","0.003","0.02","69","8.1","0","7.35","0.03","21","0.01","0","2.8","8.8","43","Layak Diminum"
"2","96.4","0.96","25","0","0","0","0.01","0.005","0.35","0.001","0.041","0.13","68","7.6","0.004","7.41","0.03","22","0.01","0","2.8","8.8","52.5","Layak Diminum"
"1","201","0.84","25","0","0","0","0.01","0.005","0.26","0.001","0","0.03","68","7.7","0.002","7.32","0.02","22","0.01","0","2.5","11.44","51","Layak Diminum"
"2","448","0.67","25","0","0","0.29","0.01","0.007","0.15","0.003","0.003","0.01","96.5","17.4","0.028","7.3","0.04","13","0.01","0.05","2.5","7.04","81.5","Layak Diminum"
"1","445","0.55","25","0","0","0.22","0.02","0.006","0.19","0.002","0.012","0.01","92","16.3","0.03","7.28","0.05","12","0.01","0.06","2.2","10.56","103.5","Layak Diminum"
"1","451","0.72","25","0","0","0.24","0.02","0.006","0.18","0.005","0.003","0.03","99","17.2","0.033","7.19","0.03","12","0.01","0.05","2.5","11.44","100.5","Layak Diminum"
"1","142","0.82","25","0","0","0.33","0.01","0.01","0.19","0.003","0.001","0.01","94","17","0.03","7.1","0.03","13","0.01","0.04","2.8","9.68","90","Layak Diminum"
